-3.718974392608669355e+00 -1.644453717072500432e-01 -5.049354705459763171e-02 -2.566191661504940158e-01
-2.195138153812009385e+00 -3.298654278408292395e+00 -5.833017986065106575e-01 4.562080805502734954e-02
-2.114028958264104752e+00 4.416147694359257692e+00 -3.994009402241536777e-01 -4.995060512969321659e-02
-4.919565664318797382e-01 8.564135715408532912e-02 -7.895973485350653576e-01 3.473750408391284017e-01
-3.224302535313304130e+00 3.085123679421262199e+00 2.862171550927322117e-01 1.140847844545959666e-01
-2.599283891856321027e+00 7.632144164341594372e-01 1.356475507643303546e-01 1.932383888365862556e-01
-4.366441972486232892e+00 8.200698238853416644e-01 -3.983646549979632523e-01 -4.736383411053369241e-01
-3.192903832504451422e+00 6.344122082146710362e-01 -4.125497131766824865e-01 -1.864293553554665639e-01
-2.021638638705336888e+00 2.969214048939692763e+00 -2.855334294568154796e-01 -2.330067978334762757e-01
-9.812350226054049607e-01 -4.310587397710869517e+00 7.712966465130685068e-01 1.429791927873470814e-01
-4.517635492999422020e+00 -9.045947755648304778e-01 -3.905348346744123844e-02 -8.358083173830366253e-01
-1.691948284960635540e+00 -3.688789512502736123e+00 -8.364786739829012108e-01 1.667796753141874977e-01
-3.103287297308200632e+00 2.703511874380931879e+00 3.032675486624493710e-01 3.688297745547060302e-02
-2.597119729121513565e+00 -5.200423728102479437e+00 -8.440453444075036726e-01 1.748834604527024217e-01
-3.086179478540495236e+00 -5.364847185686633324e+00 -4.144032323129652196e-01 2.993049889801926988e-01
-5.785128419426666113e-01 -3.339566086136446899e+00 2.581702693954938677e-01 6.593895754126773978e-01
-2.446421039413229526e+00 4.131883515443478316e+00 7.496005311673129556e-01 -3.455746229068810266e-02
-2.304533601510654339e+00 3.331206077774093277e+00 1.530292925009838489e-01 1.042326804806758128e-01
-6.646967223351489373e+00 2.362752432325662788e+00 -9.947220179415787455e-02 -9.229058269302972128e-01
-6.441139435608882025e+00 2.466458234040026731e+00 -5.209733300192131988e-01 -7.378649506855164963e-01
1.394196624029035436e-01 4.930975746212817867e+00 -7.220231638075561564e-01 6.478924847114084784e-01
-3.017318692267732860e+00 3.594285316012846732e+00 7.596754649108633517e-02 1.023256740079301341e-01
-4.384488782309663435e+00 -4.700478355413662435e+00 -1.000354614882351251e-01 -5.748101624802516574e-02
-2.530778935160479470e+00 -4.745219218497150671e+00 -7.027956392819884046e-01 3.016972620958107698e-01
-3.658405941260441274e+00 1.828011883710371210e-01 -5.095752198436209746e-01 1.646423292804164440e-01
-3.511892367765772516e+00 4.419797429120562171e-01 1.852669921455490573e-02 -4.910262498401650189e-01
-2.030635435228943741e+00 3.806482907188674797e-02 2.247883415538983465e-01 9.336186667564148056e-01
-4.034704711925393705e-01 5.143039645338912003e+00 1.856923459909071150e-02 9.452057320195507151e-01
-4.606194052311081144e+00 -5.615303053349597562e+00 -8.570157859662672628e-01 -2.861748821548254496e-01
-2.882012059485298927e+00 -4.363619126872476883e+00 4.215019328654076580e-01 7.476343687313088404e-01
-3.941228036514438315e+00 -5.391812722519415679e+00 7.050803430475572897e-01 -1.170184028683018684e-01
-1.853082117968648079e+00 3.962659464099874462e+00 -5.993090905073160043e-03 9.499382402219567201e-01
