-5.309299874860728075e+00 -5.542798294574154738e+00 -9.890755210221725546e-01 1.474096798542005038e-01
-5.610042700762451595e+00 -3.678581791114410748e+00 4.117948995301421444e-01 6.048625429043066326e-01
-4.296975009094774478e+00 5.822728921321855822e+00 -1.579682050921551451e-01 -4.489097244634605577e-01
8.225720446075026615e-01 -5.376157695291311711e+00 -8.370841211175699126e-01 4.292855714563592606e-01
1.682181386850821525e+00 7.632550950397011036e+00 3.801019470789213095e-01 4.143666245014325789e-01
-6.678880742865976217e+00 6.301981292546088298e-01 -2.183284165295085177e-01 -8.943034610315168109e-01
2.921960090833753299e+00 6.779828225678691922e+00 -4.688848562301450862e-02 -8.073212708974453200e-02
1.081198588965630591e+00 8.374340846332987809e+00 8.636111851946328688e-01 2.521217393085839475e-01
-7.547877690395667472e+00 3.524819764005570732e+00 -4.663121563191356955e-01 2.220638287958949242e-01
-3.183811761663780437e+00 -3.940425219097321019e-01 -8.359592576361318805e-04 -2.879456501434287663e-01
-1.603898301288117167e+00 6.553149440255785052e+00 -9.203004484554559994e-01 -5.414107456574079880e-01
-2.296319101324910683e+00 -6.198760065384410822e+00 -6.699707122428846251e-01 -7.659609620194833823e-01
-8.584637264046753202e+00 -5.230644066606204845e+00 -7.034620291239868095e-01 5.405435931297386531e-03
2.807116620644507066e+00 2.351535969634763745e-01 -4.283186003703380873e-01 2.949451689137789767e-01
-3.728660354002440336e+00 3.173217103011118922e-01 -6.182374261631142787e-01 8.660708638971306161e-01
-5.269339197993687662e+00 8.868771138813347221e+00 -2.285430902067395742e-01 7.450941492938802924e-01
-6.733029962707721694e-01 5.159907648793943480e+00 6.545445475842162075e-01 5.183703156396570755e-01
-3.012202278036468783e-02 8.847803681062867298e+00 9.674991476699590365e-03 3.542924416187438474e-01
-4.677569029452865124e+00 -6.986838810849432591e+00 6.064219206969603260e-01 5.407672716901983367e-01
-8.464269494536344141e+00 2.082083038966134225e+00 3.072730981004629935e-01 -8.271117208348546246e-01
